,16,17,18,19,20,21,22,23
,6.6852678571,4.2602040816,8.8926977041,6.7657844388,6.8383290816,7.8954081633,8.0038265306,3.4941007653
,12.4920280612,8.5475127551,11.3775510204,12.3573022959,10.9239477041,11.1192602041,12.512755102,6.2133290816
,14.3909438776,9.1996173469,13.0811543367,12.9185267857,13.2732780612,13.2493622449,13.4685905612,5.9398915816
,13.4239477041,10.4193239796,15.7788584184,13.4773596939,13.2374043367,14.2944834184,14.426817602,6.1049107143
,14.9107142857,9.8030931122,16.1607142857,13.9405293367,14.1477997449,14.7999043367,13.4414859694,0.9343112245
,13.8919005102,10.0829081633,16.803252551,15.5444834184,15.4719387755,13.5770089286,15.5444834184,1.3639987245
,,,16.9236288265,16.301817602,15.325255102,14.7576530612,15.9024234694,7.5558035714
,,,15.6226084184,19.1916454082,18.3569834184,16.2683354592,16.3289221939,8.1688456633
,,,,18.600127551,18.4948979592,16.1694834184,15.6592793367,8.4813456633
,,,,17.9328762755,18.092315051,13.7420280612,14.9226721939,9.2865114796
,,,,,,16.1184630102,14.5623405612,8.6224489796
,,,,,,15.6106505102,19.2490433673,8.6168686224
,,,,,,15.2439413265,19.1613520408,9.6173469388
,,,,,,16.5210459184,19.0840242347,9.1246811224
,,,,,,16.7378826531,20.2096619898,10.1849489796
,,,,,,15.9470663265,18.326690051,8.5267857143
,,,,,,16.4070471939,19.8676658163,
,,,,,,16.458067602,19.811065051,
,,,,,,17.473692602,19.4499362245,
,,,,,,16.8455038265,20.826690051,
,,,,,,15.9143813776,20.1291454082,
,,,,,,19.5647321429,21.0722257653,
,,,,,,18.919005102,19.765625,
,,,,,,19.3455038265,21.1902104592,
,,,,,,19.0656887755,20.3938137755,
,,,,,,21.5441645408,19.5679209184,
,,,,,,19.3933354592,19.9186862245,
,,,,,,20.4512117347,21.126434949,
,,,,,,20.5707908163,21.9316007653,
,,,,,,,21.048309949,
,,,,,,,21.0212053571,
,,,,,,,21.6015625,
,,,,,,,20.6130420918,
,,,,,,,20.6999362245,
,,,,,,,21.1144770408,
,,,,,,,21.9411670918,
,,,,,,,20.8984375,
,,,,,,,20.3547512755,
,,,,,,,21.477997449,
,,,,,,,21.7936862245,
,,,,,,,22.2050382653,
,,,,,,,20.8745216837,
,,,,,,,21.5505420918,
